Bordr Cstm Yn,Cstm Cd,Cstm Fg Cd,Cstm Nm,Cstm Nm Bk,Group Id,Upper Cstm Cd,Use Dclr,Use Ib,Use Yn,Audit Team Mgr Cnt,Exp Auditor Cnt,Exp Inspct Team Mgr Cnt,Exp Inspctor Cnt,Imp Auditor Cnt,Imp Inspct Team Mgr Cnt,Imp Inspctor Cnt,Impexp Auditor Cnt,Impexp Inspct Team Mgr Cnt,Impexp Inspctor Cnt
N,11200,30,Гаалийн хяналт бүрдүүлэлтийн алба,"Гаалийн хяналт,  бүрдүүлэлтийн алба",,11,Y,N,Y,0,0,0,0,0,0,0,0,0,0
Y,11204,30,Ханги дахь гаалийн салбар,Ханги-мандалын хилийн боомт,,11,Y,N,N,0,0,0,0,0,0,0,0,0,0
N,11206,30,Сайншанд дахь төмөр замын хяналтын хэсэг,Сайншанд дахь төмөр замын хяналтын хэсэг,,11,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,11300,30,Гаалийн зөрчлөөс урьдчилан сэргийлэх хэсэг,Гаалийн зөрчлөөс урьдчилан сэргийлэх хэсэг,,11,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,11503,30,Санхүүгийн хэсэг,Санхүүгийн хэсэг,,11,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,11800,30,Эрсдэл,Эрсдэл,,11,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,11906,30,Ханги-Мандал,Ханги-Мандал,,11,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,12502,30,"Үнэ, үнэлгээний хэсэг","Үнэ, үнэлгээний хэсэг",,12,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,12600,30,Статистик,Статистик,,12,Y,N,Y,0,0,0,0,0,0,0,0,0,0
Y,14,20,Гашуунсухайт дахь гаалийн газар,Гашуунсухайт дахь гаалийн хороо,,01,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,14200,30,"Гаалийн хяналт,  бүрдүүлэлтийн алба","Гаалийн хяналт,  бүрдүүлэлтийн алба",,14,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,14502,30,"Үнэ, үнэлгээний хэсэг","Үнэ, үнэлгээний хэсэг",,14,Y,N,N,0,0,0,0,0,0,0,0,0,0
N,14800,30,Эрсдэл,Эрсдэл,,14,Y,N,N,0,0,0,0,0,0,0,0,0,0
Y,14901,30,Гашуунсухайт,Гашуунсухайт ,,14,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,14902,30,Ухаа худаг - Энержи,Айвенхоу Майнз Монголия Инк ХХК,,14,N,N,Y,0,0,0,0,0,0,0,0,0,0
N,15,20,Шивээхүрэн дахь гаалийн газар,Шивээхүрэн дахь гаалийн хороо,,01,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,15200,30,"Гаалийн хяналт, эрсдлийн удирдлагын алба","Гаалийн хяналт,  бүрдүүлэлтийн алба",,15,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,15503,30,Санхүүгийн хэсэг,Санхүүгийн хэсэг,,15,Y,N,N,0,0,0,0,0,0,0,0,0,0
Y,15901,30,Шивээхүрэн галерей,Шивээхүрэн ,,15,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,15902,30,"МАК, ЧИН ХУА МАК бүрдүүлэлтийн хэсэг",Чин Хуа-Мак-Нарийн сухайт ХХК,,15,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,16200,30,"Гаалийн хяналт,  бүрдүүлэлтийн алба","Гаалийн хяналт,  бүрдүүлэлтийн алба",,16,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,04500,30,"Санхүү, татварын хэлтэс","Санхүү, татварын хэлтэс",,04,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,04502,30,"Үнэ, үнэлгээний хэсэг","Үнэ, үнэлгээний хэсэг",,04,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,04600,30,Статистик,Статистик,,04,Y,N,Y,0,0,0,0,0,0,0,0,0,0
Y,04901,30,Сүхбаатар өртөө,Сүхбаатар өртөө ,,04,Y,N,Y,1,0,0,0,0,0,0,1,0,2
N,04906,30,Сэлэнгэ импекс ,Сэлэнгэ импекс ,,04,Y,N,Y,0,0,0,0,0,0,0,0,0,0
Y,04908,30,Халиун уул,Халиун уул,,04,Y,N,Y,0,0,0,0,0,0,0,0,0,0
Y,05,20,Чингис Хаан Олон Улсын нисэх буудал дахь гаалийн газар,Буянт-Ухаа дахь гаалийн газар,,01,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,05505,30,Хураамж,Хураамж,,05,Y,N,N,0,0,0,0,0,0,0,0,0,0
N,05800,30,Эрсдлийн алба,Эрсдлийн алба,,05,Y,N,Y,0,0,0,0,0,0,0,0,0,0
Y,05902,30,Олон улсын нисэх буудал,Олон улсын нисэх буудал,,05,Y,N,Y,0,0,1,1,0,0,0,0,0,0
N,19500,30,"Санхүү, татварын хэсэг","Санхүү, татварын хэсэг",,19,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,19501,30,БТКУС-ын хэсэг,БТКУС-ын хэсэг,,19,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,19503,30,Санхүүгийн хэсэг,Санхүүгийн хэсэг,,19,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,19504,30,Татвар,Татвар,,19,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,19600,30,Статистик,Статистик,,19,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,19902,30,Ханх ,Ханх ,,19,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,3010,30,3010 custom name,3010 custom name,,30,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,01110,30,Хүний нөөцийн хэлтэс,Хүний нөөцийн хэлтэс ,,01,Y,N,N,0,0,0,0,0,0,0,0,0,0
N,03211,30,Inspection Department in Truck Terminal,,,03,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,16800,30,Эрсдэл,Эрсдэл,,16,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,05200,30,"Гаалийн хяналт, бүрдүүлэлтийн хэлтэс","Гаалийн хяналт, бүрдүүлэлтийн хэлтэс",,05,Y,N,N,0,0,0,0,0,0,0,0,0,0
Y,99,30,Test Border CH,Test Border CH,,01,Y,N,N,0,0,0,0,0,0,0,0,0,0
Y,99901,30,Border Desc.1,Border Desc.1,,99,Y,N,Y,0,0,0,0,0,0,0,0,0,0
Y,99902,30,Border Desc.2,Border Desc.2,,99,Y,N,Y,0,0,0,0,0,0,0,0,0,0
Y,99903,30,Border Insp.1,Border Insp.1,,99,Y,N,Y,0,0,0,0,0,0,0,0,0,0
Y,99904,30,Border Insp.2,Border Insp.2,,99,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,98,30,Test Border CH,Test Border CH,,01,Y,N,N,0,0,0,0,0,0,0,0,0,0
N,98901,30,Inland Desc.1,Inland Desc.1,,98,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,98902,30,Inland Desc.2,Inland Desc.2,,98,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,98903,30,Inland Insp.1,Inland Insp.1,,98,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,98904,30,Inland Insp.2,Inland Insp.2,,98,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,03500,30,"Санхүү, татварын хэлтэс","Санхүү, татварын хэлтэс",,03,N,N,Y,0,0,0,0,0,0,0,0,0,0
Y,07903,30,Улаанбайшинт,Улаанбайшинт,,07,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,10400,30,Бүрдүүлэлтийн дараах шалгалтын хэсэг,Бүрдүүлэлтийн дараах шалгалтын хэсэг,,10,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,13901,30,Дархан-1 өртөө ,Дархан-1 өртөө ,,13,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,16505,30,Хураамж,Хураамж,,16,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,12200,30,"Гаалийн хяналт,  бүрдүүлэлтийн алба","Гаалийн хяналт,  бүрдүүлэлтийн алба",,12,Y,N,Y,0,0,0,0,0,0,0,0,0,0
Y,05202,30,Хяналт шалгалтын хэлтэс,Олон улсын нисэх буудал,,05,Y,N,Y,0,0,0,1,0,0,1,0,1,0
N,01201,30,Боомт хариуцсан хэсэг,Боомт хариуцсан хэсэг,,01,Y,N,N,0,0,0,0,0,0,0,0,0,0
N,06904,30,Ульханмайхан ,Ульханмайхан ,,06,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,10201,30,Орхоны төв дэх гаалийн бүрдүүлэлтийн хэсэг,Орхоны төв дэх гаалийн бүрдүүлэлтийн хэсэг,,10,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,14505,30,Хураамж,Хураамж,,14,Y,N,N,0,0,0,0,0,0,0,0,0,0
N,16901,30,Бичигт,Бичигт,,16,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,18100,30,Захиргааны хэсэг,Захиргааны хэсэг,,18,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,11904,30,Говьсүмбэр ,Говьсүмбэр ,,11,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,05300,30,Гаалийн зөрчлөөс урьдчилан сэргийлэх алба,Гаалийн зөрчлөөс урьдчилан сэргийлэх алба,,05,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,02600,30,Статистик,Статистик,,02,Y,N,N,0,0,0,0,0,0,0,0,0,0
N,04300,30,Гаалийн зөрчлөөс урьдчилан сэргийлэх алба,Гаалийн зөрчлөөс урьдчилан сэргийлэх алба,,04,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,17300,30,Гаалийн зөрчлөөс урьдчилан сэргийлэх хэсэг,Гаалийн зөрчлөөс урьдчилан сэргийлэх хэсэг,,17,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,06910,30,Сүмбэр,Сүмбэр,,06,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,10501,30,БТКУС-ын хэсэг,БТКУС-ын хэсэг,,10,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,12902,30,УБ шуудан,УБ шуудан,,12,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,14903,30,Тавантолгой ХК,Тавантолгой ХК,,14,N,N,Y,0,0,0,0,0,0,0,0,0,0
N,11901,30,Сайншанд өртөө ,Сайншанд өртөө ,,11,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,06200,30,"Гаалийн хяналт,  бүрдүүлэлтийн хэлтэс","Гаалийн хяналт,  бүрдүүлэлтийн хэлтэс",,06,N,N,Y,0,0,0,0,0,0,0,0,0,0
N,04905,30,Видү,Видү,,04,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,07800,30,Эрсдэл,Эрсдэл,,07,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,16902,30,СБ Цайрт минерал,СБ Цайрт минерал,,16,N,N,N,0,0,0,0,0,0,0,0,0,0
Y,03901,30,Автозамын цогцолбор,Автозамын цогцолбор ,,03,Y,N,Y,1,0,0,0,0,0,0,5,0,30
N,10502,30,"Үнэ, үнэлгээний хэсэг","Үнэ, үнэлгээний хэсэг",,10,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,13600,30,Статистик,Статистик,,13,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,16501,30,БТКУС-ын хэсэг,БТКУС-ын хэсэг,,16,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,12100,30,Захиргааны хэсэг,Захиргааны хэсэг,,12,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,30,20,30 custom name,30 custom name,,01,Y,N,N,0,0,0,0,0,0,0,0,0,0
N,01800,10,Эрсдлийн удирдлагын хэлтэс,Эрсдлийн хэсэг,,01,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,04503,30,Санхүүгийн хэсэг,Санхүүгийн хэсэг,,04,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,09100,30,Захиргааны хэсэг,Захиргааны хэсэг,,09,Y,N,Y,0,0,0,0,0,0,0,0,0,0
Y,09203,30,Тэс дэх гаалийн салбар,Тэс дэх гаалийн салбар,,09,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,10100,30,Захиргааны хэсэг,Захиргааны хэсэг,,10,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,11201,30,Говьсүмбэр дэх авто тээврийн хяналтын хэсэг,Говьсүмбэр дэх авто тээврийн хяналтын хэсэг,,11,Y,N,N,0,0,0,0,0,0,0,0,0,0
N,11400,30,Бүрдүүлэлтийн дараах шалгалтын хэсэг,Бүрдүүлэлтийн дараах шалгалтын хэсэг,,11,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,12,20,Улс хоорондын шуудан илгээмжийн гаалийн газар,Олон улсын шуудан илгээмж дэх гаалийн хороо,,01,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,12505,30,Хураамж,Хураамж,,12,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,12901,30,Монгол шуудан,Монгол шуудан,,12,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,13200,30,"Гаалийн хяналт,  бүрдүүлэлтийн алба","Гаалийн хяналт,  бүрдүүлэлтийн алба",,13,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,13300,30,Гаалийн зөрчлөөс урьдчилан сэргийлэх хэсэг,Гаалийн зөрчлөөс урьдчилан сэргийлэх хэсэг,,13,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,14100,30,Захиргааны хэсэг,Захиргааны хэсэг,,14,Y,N,N,0,0,0,0,0,0,0,0,0,0
N,01101,10,"Хууль, эрх зүйн хэлтэс",Эрх зүйн алба,,01,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,01200,10,"Гаалийн хяналт, бүрдүүлэлтийн хэлтэс","Гаалийн хяналт, бүрдүүлэлтийн хэлтэс",,01,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,01203,30,Баталгаат бүс хариуцсан хэсэг,Баталгаат бүс хариуцсан хэсэг,,01,Y,N,N,0,0,0,0,0,0,0,0,0,0
N,01300,10,Гаалийн зөрчилтэй тэмцэх хэлтэс,Гаалийн зөрчлөөс урьдчилан сэргийлэх хэлтэс,,01,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,01502,30,"Хөнгөлөлт, чөлөөлөлтийн хэсэг","Хөнгөлөлт, чөлөөлөлтийн хэсэг",,01,Y,N,N,0,0,0,0,0,0,0,0,0,0
N,01503,10,"Барааны ангилал, үнэ үнэлгээний хэлтэс",БТКУС-ын алба,,01,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,01504,30,Үнэ тодорхойлох алба,Үнэ тодорхойлох алба,,01,Y,N,N,0,0,0,0,0,0,0,0,0,0
N,01505,30,Санхүүгийн хэсэг,Санхүүгийн хэсэг,,01,Y,N,N,0,0,0,0,0,0,0,0,0,0
N,01710,30,Сургалтын төв,"Гааль, эдийн засгийн дээд сургууль",,01,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,01720,30,Гаалийн төв лаборатор,Гаалийн төв лаборатор,,01,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,01730,30,Хөдөлгөөнт хяналтын төв,Эрэлч нохойн алба,,01,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,01750,30,"Хөрөнгө оруулалт, ашиглалт үйлчилгээний газар","Хөрөнгө оруулалт, ашиглалт үйлчилгээний газар",,01,Y,N,N,0,0,0,0,0,0,0,0,0,0
N,02100,30,Захиргааны хэсэг,Захиргааны хэсэг,,02,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,02202,30,Бүрдүүлэлтийн 2-р алба    ,Бүрдүүлэлтийн 2-р алба    ,,02,Y,N,N,1,0,0,0,0,0,0,0,0,0
N,02204,30,ОАТБарааны бүрдүүлэлт,ОАТБарааны бүрдүүлэлт,,02,Y,N,N,0,0,0,0,0,0,0,0,0,0
N,02300,30,МУСЭУ-ын хэлтэс,Гаалийн зөрчлөөс урьдчилан сэргийлэх алба,,02,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,02500,30,"Санхүү, татварын хэлтэс","Санхүү, татварын хэлтэс",,02,Y,N,N,0,0,0,0,0,0,0,0,0,0
N,02501,30,БТКУС-ын хэсэг,БТКУС-ын хэсэг,,02,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,02504,30,Татвар,Татвар,,02,Y,N,N,0,0,0,0,0,0,0,0,0,0
N,02901,30,Ачаа тээш,Ачаа тээш,3,02,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,02903,30,Материалимпекс ,Материалимпекс ,2,02,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,02904,30,МТТ,МТТ,,02,Y,N,N,0,0,0,0,0,0,0,0,0,0
N,02905,30,Туушин ,Туушин ,2,02,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,02907,30,Прогрестранс ,Прогрестранс ,2,02,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,02910,30,УБ импекс,УБ импекс,2,02,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,02911,30,Бага-Нуур,Бага-Нуур,,02,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,02912,30,МТХХАлба,МТХХАлба,,02,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,02914,30,Би Эль Си,Би Эль Си,,02,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,03100,30,Захиргааны хэсэг,Захиргааны хэсэг,,03,N,N,Y,0,0,0,0,0,0,0,0,0,0
Y,03201,30,Авто тээврийн хяналтын хэсэг,Авто тээврийн хяналтын хэсэг,1,03,Y,N,Y,1,0,0,0,0,0,0,2,0,3
N,03204,30,Нарийн царигийн хяналтын хэсэг,Нарийн царигийн хяналтын хэсэг,,03,N,N,N,0,0,0,0,0,0,0,0,0,0
N,03400,30,Бүрдүүлэлтийн дараах шалгалтын алба,Бүрдүүлэлтийн дараах шалгалтын алба,,03,N,N,Y,0,0,0,0,0,0,0,0,0,0
N,03501,30,БТКУС-ын хэсэг,БТКУС-ын хэсэг,,03,N,N,Y,0,0,0,0,0,0,0,0,0,0
N,03502,30,"Үнэ, үнэлгээний хэсэг","Үнэ, үнэлгээний хэсэг",,03,N,N,Y,0,0,0,0,0,0,0,0,0,0
N,03505,30,Хураамж,Хураамж,,03,N,N,Y,0,0,0,0,0,0,0,0,0,0
N,03800,30,Эрсдлийн алба,Эрсдлийн алба,,03,N,N,Y,0,0,0,0,0,0,0,0,0,0
Y,03902,30,Өргөн төмөр зам,Өргөн төмөр зам ,3,03,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,04100,30,Захиргааны хэсэг,Захиргааны хэсэг,,04,Y,N,Y,0,0,0,0,0,0,0,0,0,0
Y,04201,30,Сүхбаатар дахь г/бүрдүүлэлтийн хэсэг,Сүхбаатар дахь г/бүрдүүлэлтийн хэсэг,,04,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,04203,30,Ерөө,Ерөө,,04,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,04501,30,БТКУС-ын хэсэг,БТКУС-ын хэсэг,,04,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,04504,30,Татвар,Татвар,,04,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,04505,30,Хураамж,Хураамж,,04,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,04800,30,Эрсдлийн алба,Эрсдлийн алба,,04,Y,N,Y,0,0,0,0,0,0,0,0,0,0
Y,04902,30,Алтанбулаг,Алтанбулаг ,,04,Y,N,Y,0,0,0,0,0,0,0,0,0,2
N,04903,30,Туушин ,Туушин ,,04,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,04907,30,Болд төмөр-Ерөө гол,Болд төмөр-Ерөө гол,,04,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,05100,30,Захиргааны хэсэг,Захиргааны хэсэг,,05,Y,N,N,0,0,0,0,0,0,0,0,0,0
Y,05201,30,"Татвар, бүрдүүлэлтийн хэлтэс",Карго терминал,,05,Y,N,Y,1,0,0,4,0,0,2,2,0,0
N,05400,30,Бүрдүүлэлтийн дараах шалгалтын алба,Бүрдүүлэлтийн дараах шалгалтын алба,,05,Y,N,N,0,0,0,0,0,0,0,0,0,0
N,05500,30,"Санхүү, татварын хэлтэс","Санхүү, татварын хэлтэс",,05,Y,N,N,0,0,0,0,0,0,0,0,0,0
N,05501,30,БТКУС-ын хэсэг,БТКУС-ын хэсэг,,05,Y,N,N,0,0,0,0,0,0,0,0,0,0
N,05600,30,Статистик,Статистик,,05,Y,N,N,0,0,0,0,0,0,0,0,0,0
N,05901,30,Карго терминал,Карго терминал,,05,Y,N,N,0,0,0,0,0,0,0,0,0,0
Y,06,20,Дорнод дахь гаалийн газар,Дорнод дахь гаалийн газар,,01,Y,N,Y,0,0,0,0,0,0,0,0,0,0
Y,06201,30,Эрээнцав дахь гаалийн салбар,Эрээнцав дахь гаалийн салбар,,06,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,08200,30,"Гаалийн хяналт,  бүрдүүлэлтийн хэсэг","Гаалийн хяналт,  бүрдүүлэлтийн хэсэг",,08,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,07201,30,Өлгий дэх гаалийн бүрдүүлэлтийн хэсэг,Өлгий дэх гаалийн бүрдүүлэлтийн хэсэг,,07200,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,07300,30,Гаалийн зөрчлөөс урьдчилан сэргийлэх хэсэг,Гаалийн зөрчлөөс урьдчилан сэргийлэх хэсэг,,07,Y,N,N,0,0,0,0,0,0,0,0,0,0
N,07505,30,Хураамж,Хураамж,,07,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,07901,30,Өлгий дэх гүний гааль,Өлгий дэх гүний гааль,,07200,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,08202,30,Ховд дахь гаалийн салбар,Ховд дахь гаалийн салбар,,08,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,08204,20,Ярантын бүрдүүлэлтийн 1-р хэсэг,Ярант дахь гаалийн бүрдүүлэлтийн хэсэг,,08,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,08500,30,"Санхүү, татварын хэсэг","Санхүү, татварын хэсэг",,08,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,08600,30,Статистик,Статистик,,08,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,14501,30,БТКУС-ын хэсэг,БТКУС-ын хэсэг,,14,Y,N,N,0,0,0,0,0,0,0,0,0,0
Y,15201,30,Бичиг баримтын бүрдүүлэлтийн алба,Шивээ-Хүрэнгийн г/ бүрдүүлэлтийн хэсэг,,15,Y,N,Y,0,0,0,0,0,0,0,0,0,0
